Q96QZ7
O76000
Q8NGC4
A6NDH6
A6NKK0
Q8NGJ6
Q9H339
Q6IEY1
Q9NZP2
Q9Y5P1
Q9H344
Q9H340
O95013
Q8NG95
Q8NH64
A6NH00
P22748
A3KFT3
Q96R48
Q8NGV0
Q8NH73
Q8NGP6
O95007
Q8NGQ5
Q15615
Q9Y5P0
Q96R45
A4D2G3
A6NHG9
Q8NGT7
Q8NGP3
O95047
Q9BX67
Q6IEV9
Q96R67
Q8NH72
Q6IF82
Q9HC97
Q8NGZ4
Q8NHC8
Q8NGD1
Q8NGP4
Q8NH50
Q7Z602
Q9Y5I7
Q96R69
Q8NGA8
Q8NH21
Q9NX52
Q8NC24
D3DX19
Q8NH19
O14842
O00560
Q12846
Q9NRY7
Q01718
P04233
P55040
Q96GD0
P08865
Q9H400
Q9H8T0
Q00535
Q8TAV4
Q9NZQ7
Q92629
P27105
Q9Y275
O14494
P08034
P11049
Q9Y272
P48023
Q96S21
Q9UJQ1
Q8NFK1
P0C0E4
P51674
P25942
Q9H0E2
P78380
P41181
P21964
Q9NS61
P29972
Q9NQX7
Q9Y287
O94907
P79483
Q96D21
P04229
Q29974
Q30154
Q14002
P55064
P30301
P59025
P12544
Q8TCZ2
P26842
Q9BXT2
P04440
Q8TBR7
Q9Y2W7
Q9ULW5
P08311
O43752
P01213
Q9Y696
Q9P0L0
Q8WVN6
P10144
Q5VY80
Q9BZM5
P23396
O95866
O00299
O43557
Q5T1C6
O75204
P17677
P08962
Q14088
Q9ULC3
Q96L33
P60033
Q8TAC9
P01732
Q9BQ24
P01375
Q9NZC2
Q96IZ2
P40259
P56746
Q8IWT1
P52803
Q96E17
P80723
Q13445
Q9BSN7
P29033
P11912
Q5QGT7
P56750
P0CG37
P16410
Q99720
Q9UK41
Q9BRV3
P51157
O15551
P56747
P10747
P20336
Q92963
O95716
P49755
Q15907
P10301
Q99578
P51148
P62491
P20339
P61020
P61106
O60939
Q86V35
Q8N565
Q9H4E5
P61018
Q96DA2
Q9H0T7
Q86YS6
P59190
A0A0A0MRR6
Q9HBH0
O00161
P57729
O95832
O95471
P10966
O00212
Q86W47
O14493
Q99075
O14807
Q5VXU1
Q13158
P07766
P61006
O75508
Q92930
Q9HAP6
P11233
Q14761
P11234
P60880
Q9NP72
P20827
P17081
P62070
P51153
Q15771
Q15286
P49703
P40617
Q8IU54
P61026
P37802
Q86X19
P31431
Q9H3Z4
Q9NUP9
P62745
Q9UL26
P61586
P08134
P17152
P63000
P56559
P60953
P84095
Q9UHP7
Q15669
P62166
P01116
P01111
P01112
Q6PIZ9
P51452
Q9UI14
P62834
P61224
Q10589
Q9BV57
Q03135
Q5BJF2
P62330
Q93096
P04234
Q12974
P23528
Q9UKJ5
P20963
Q5STX8
P24666
Q717R9
Q86XR5
P63146
Q04941
J3KN97
Q9BQI0
P62158
P61077
P62837
P55008
P53680
O94772
P37840
Q5EBL8
Q01628
O95868
A6NNB3
Q01629
Q9Y5J5
P13164
O14907
O43653
O75348
O95164
O95183
Q9BRT3
P06702
P31151
A6NGZ8
P05109
P06703
P30273
Q9NRR3
Q8NHG7
P63215
P63211
P59768
P50151
Q9P2W3
Q04656
Q9Y4G8
O60312
Q9UMD9
Q5T3U5
Q12879
Q92859
O95490
Q6YHK3
Q68CZ2
Q96RT1
Q63HR2
Q8WX93
Q9ULI3
Q8TEW0
P35968
Q9UPX0
O94856
Q8IZF2
A0A0A0MR88
P17948
Q12913
P46934
Q5DID0
Q9BYE9
Q68DX3
P08575
O75122
Q9BX66
Q13972
P15941
F8W6W8
Q70E73
Q9HC56
Q12791
Q86SQ4
Q16827
Q5T848
P41594
Q99569
Q9Y2K9
P56199
P48357
Q13349
Q8TAB3
Q5JTC6
Q9HCL0
Q9NPG3
Q14126
Q9BWV1
Q8IX03
P42702
Q05469
Q8NFY4
O94898
Q9P1A6
Q8WYL5
Q02413
Q86Z14
Q02246
Q9H2E6
Q9UQ52
Q9P232
Q8IWV2
Q8IZP9
Q7Z2K8
Q9Y5I4
P32926
Q53EL9
P54762
Q96RD9
O14490
Q9BXB1
Q9Y5H5
Q9Y5H9
Q9Y5F6
Q9UQC9
Q9Y5F7
Q9UN70
Q9Y5H1
Q9H0M0
Q15849
A0A0A0MRA8
P40189
A8K7I4
Q9H8V3
O75473
P22681
Q02487
P32927
P42566
Q14118
O14526
Q6ZTQ4
Q6QNK2
Q9UBC2
Q8N944
P20273
Q9HBB8
Q8N2Q7
Q9H5V8
P48960
Q99523
P24394
Q8NFZ3
P55291
Q8NFN8
Q86XM0
Q9Y5F2
Q96K78
Q96D71
Q9P0L2
Q13634
Q9NQ75
Q15399
Q9ULB5
O60603
Q9NR71
Q96PD2
Q9H159
Q9HCN3
Q9UHB6
P10636
Q96J84
A0A0A0MT23
Q8WXH2
Q9P246
O14641
Q96P31
Q8NI17
J3KMY8
P35612
Q6ZQN7
Q96BD0
Q9C0B5
Q8IZW8
Q9NYB5
Q8IZF7
O43164
Q9NPD5
P06731
Q96LC7
O14640
Q8IZF3
Q9Y6L6
Q9HBW9
O15231
P23352
O43895
P46721
O60331
Q8N1M1
Q08289
O43155
Q01844
A0A087WSV6
P51693
Q9NZU0
P04049
Q6PCB7
P04264
Q06495
P60852
P10912
Q9NZV8
Q5VWK5
Q1EHB4
O43318
Q02641
P28908
P32456
P20309
Q9NPH5
Q9Y6I3
Q5SSG8
Q99755
O75387
O00592
Q5JS13
P48169
Q86Y34
Q12836
Q9NY99
Q92692
Q8TDF5
Q8WWV6
Q9UHC3
Q15822
Q6UXY1
P13688
Q9BPZ7
Q01113
Q8IU57
O43300
P48551
Q96PJ5
J3KNC6
Q8J025
O95497
Q7L804
Q96NY8
Q15464
Q96LA5
Q96QD8
Q8IVI9
P78334
Q18PE1
Q9NRM6
Q52LD8
Q8IUK5
J3KPJ0
P06127
O15374
Q9H2H9
Q6ZSM3
O43493
Q9UBD6
P24046
Q9ULS6
P21918
Q7Z2H8
Q16204
P18505
Q8NFU0
P28223
Q9NSD7
P08887
P18507
P08172
P28476
Q8N1C3
Q9Y336
Q15465
Q9UJM3
O43294
P16871
O95429
Q14542
Q8WV28
P14867
P43630
Q68D85
Q16445
P47869
Q9NWF4
Q9HAB3
Q9BY67
P50406
O00591
Q9NWQ8
Q96LA6
P32238
O95810
P25116
Q8TDS5
Q86UN3
P37288
P30989
P11279
Q9GZQ4
Q15760
P13473
O75121
P25103
Q96GC9
Q8NBV8
P35372
O60609
Q9Y639
Q8IWV1
Q8N126
P55085
Q7LC44
P28336
P43115
O43603
P28906
P21453
Q9UPC5
P08174
P35414
Q99706
O00254
P41597
P51684
P12314
P47900
Q99788
Q9Y5Y3
Q6W5P4
Q9BZW8
O43869
P30874
P51686
P49682
Q13304
P30939
P16188
P78310
P20138
P30479
Q95365
P30475
Q8NGC0
P25106
P55082
P30462
P51679
P43088
P21854
P43116
P47898
O75388
P51677
P51685
Q9UBY5
P21462
Q8N8Y2
P31997
Q99679
J3KQU7
Q8NH41
Q6H2H3
Q8NGR2
Q86WK9
Q96RI8
Q9UIB8
O00574
Q8NH61
Q9H244
P43628
Q8NGG3
P62873
P33241
Q9HCN6
Q13449
Q8IYL9
Q96P67
Q03405
Q8NGX6
Q13291
Q8NGE7
P47775
Q6H3X3
P48146
P29016
Q96DU3
P32245
Q8NGY3
Q8NGH3
Q9NRQ2
Q5JRS4
P42081
Q9UBN1
Q8NGG7
Q8NG75
Q8NGV6
Q8TD46
Q8NGX8
P04201
Q8NGC9
Q8NGD3
Q8NGN1
Q8WZ92
Q8NGS3
Q96LB2
Q8TDS7
Q9H2C8
Q9UGF6
Q8WZ55
P30954
Q8NGS4
O60412
Q16585
Q10588
O95006
Q8NH04
Q9H207
P12318
Q8NGE5
Q9BWQ8
A6NM03
Q9H205
Q8NHB8
Q8NGP2
Q5TZ20
O43597
Q9GZK7
Q8NH54
Q8NGJ0
O95221
Q8NGK4
Q8NGM9
P30953
P16422
Q15612
Q8NGK3
Q13606
Q8N148
Q8NGY1
Q8WWA0
Q8NGS2
Q8NGY5
Q96KK4
Q8NG83
Q8NG81
Q8N162
A6NCV1
P34982
Q8NH79
Q96RD1
A6NLW9
Q8N146
Q8NH51
A6NM76
Q86YW5
Q8NGS0
Q8NGR5
Q8WZ94
A6ND48
Q96R27
Q8NGG4
Q8NGI8
P31994
Q8NGD5
Q8N0Y5
Q8NGT5
Q96R47
Q6UWI2
Q9P1Q5
Q9Y585
Q8NHC5
A6NL26
A6NHA9
Q8NH90
Q5SW96
Q9H210
P58182
Q8NH87
O95859
Q9UKJ1
Q9H208
Q8NH37
Q96LD1
Q9UGN4
Q5SQ64
M9MML0
Q8TDQ1
Q969W9
Q6GTX8
P24071
P21796
A0A0A0MRM3
P41217
Q2HXU8
P62955
Q9BQ51
J3KPE3
O95377
Q86TG1
Q8NET5
Q9NTQ9
Q8NEB5
J3KNB3
O43561
P56856
P29965
P20036
Q7L0Q8
Q9H7V2
O43822
Q16653
Q9BXN2
P51572
P56749
Q495A1
Q9GZY6
P09326
O95500
Q9Y691
O75015
P57739
O95661
P78369
P20337
Q14964
P57735
P48047
P41220
O14613
Q8N131
O15520
O14966
Q9NP90
P51151
P34741
Q9Y6W8
Q04900
Q9Y3P8
A1KXE4
Q6UXZ3
O15431
Q15382
Q02223
P55808
F8W8Y1
Q8N6F7
O75365
O14944
P51636
Q6IAA8
P04216
Q01453
Q8N292
J3KN30
O75575
Q9HBL7
Q99735
Q6UWF3
Q9NPD7
Q96PE5
P04921
P13987
J9JIE0
Q9BUF7
Q9UBI6
Q9BZ76
P23508
Q9UHX3
P37088
Q99467
Q92681
O00144
P50607
P35408
Q9NY64
Q5I7T1
P31644
Q8N3J6
Q7RTY0
Q96BI1
P21754
Q92597
Q96AP7
X6R344
Q29980
Q9HC73
Q6UWU4
Q14982
O95086
P29017
P29275
P06126
Q8NGJ2
Q96R08
Q8NGL4
Q9NPF0
Q8WXH6
A2ADX3
P21583
Q8IUW5
O75712
P01911
Q9GIY3
Q9H6Q3
P01906
P01903
Q9NP99
J3KN83
Q6UW56
P21926
O14735
Q96HU8
O95057
Q99828
Q9H0F7
O00526
P63218
O60262
